dateff,mktrf,smb,hml,rf,umd
31/05/1996,0.023600,0.031700,-0.008300,0.00420,0.015400
28/06/1996,-0.011400,-0.040100,0.023500,0.00400,0.009800
31/07/1996,-0.059700,-0.043100,0.051400,0.00450,-0.001600
30/08/1996,0.027700,0.024400,-0.007400,0.00410,0.000100
30/09/1996,0.050100,-0.009800,-0.027200,0.00440,0.027000
31/10/1996,0.008600,-0.044400,0.049400,0.00420,0.037900
29/11/1996,0.062500,-0.040200,0.013900,0.00410,-0.023700
31/12/1996,-0.017000,0.031600,0.013100,0.00460,0.006300
31/01/1997,0.049900,-0.019500,-0.014200,0.00450,0.019600
28/02/1997,-0.004900,-0.032200,0.056700,0.00390,-0.021300
31/03/1997,-0.050300,-0.003600,0.033900,0.00430,0.009000
30/04/1997,0.040400,-0.057700,0.000700,0.00430,0.048400
30/05/1997,0.067400,0.051900,-0.041300,0.00490,-0.051700
30/06/1997,0.041000,0.012200,0.015800,0.00370,0.026000
31/07/1997,0.073300,-0.027400,0.002600,0.00430,0.037700
29/08/1997,-0.041500,0.072800,0.011800,0.00410,-0.025600
30/09/1997,0.053500,0.025300,0.003700,0.00440,0.014700
31/10/1997,-0.038000,-0.007400,0.022700,0.00420,-0.005700
28/11/1997,0.029800,-0.051100,0.011900,0.00390,0.003300
31/12/1997,0.013200,-0.024900,0.038400,0.00480,0.039800
30/01/1998,0.001500,-0.010600,-0.016300,0.00430,0.001400
27/02/1998,0.070400,0.003200,-0.008500,0.00390,-0.011200
31/03/1998,0.047600,-0.011400,0.013900,0.00390,0.021500
30/04/1998,0.007300,0.000700,0.009400,0.00430,0.007400
29/05/1998,-0.030700,-0.033600,0.034000,0.00400,0.018200
30/06/1998,0.031800,-0.032000,-0.019700,0.00410,0.072800
31/07/1998,-0.024600,-0.049200,-0.017800,0.00400,0.036900
31/08/1998,-0.160800,-0.057000,0.035300,0.00430,0.018400
30/09/1998,0.061500,0.001000,-0.034200,0.00460,-0.008100
30/10/1998,0.071300,-0.031200,-0.022300,0.00320,-0.053700
30/11/1998,0.061000,0.012200,-0.032500,0.00310,0.012000
31/12/1998,0.061600,-0.005000,-0.041900,0.00380,0.089200
29/01/1999,0.035000,0.007600,-0.046000,0.00350,0.030300
26/02/1999,-0.040800,-0.060900,0.019200,0.00350,-0.001000
31/03/1999,0.034500,-0.037900,-0.027400,0.00430,-0.012700
30/04/1999,0.043300,0.039100,0.024600,0.00370,-0.090400
28/05/1999,-0.024600,0.033400,0.023500,0.00340,-0.051900
30/06/1999,0.047700,0.030900,-0.031900,0.00400,0.050600
30/07/1999,-0.034900,0.026000,-0.004400,0.00380,0.016600
31/08/1999,-0.013800,-0.009400,-0.018700,0.00390,0.031200
30/09/1999,-0.027900,0.034100,-0.035000,0.00390,0.064700
29/10/1999,0.061200,-0.066400,-0.033700,0.00390,0.055000
30/11/1999,0.033700,0.072000,-0.061100,0.00360,0.056400
31/12/1999,0.077200,0.070200,-0.083200,0.00440,0.132200
31/01/2000,-0.047400,0.057900,-0.019100,0.00410,0.019200
29/02/2000,0.024500,0.214200,-0.097000,0.00430,0.182000
31/03/2000,0.052000,-0.172300,0.081700,0.00470,-0.068300
28/04/2000,-0.064000,-0.066800,0.072600,0.00460,-0.083900
31/05/2000,-0.044200,-0.060900,0.048100,0.00500,-0.089800
30/06/2000,0.046400,0.128500,-0.084300,0.00400,0.166000
31/07/2000,-0.025100,-0.030600,0.083000,0.00480,-0.000500
31/08/2000,0.070300,-0.006200,-0.013800,0.00500,0.057300
29/09/2000,-0.054500,-0.018200,0.071700,0.00510,0.019700
31/10/2000,-0.027600,-0.038700,0.057000,0.00560,-0.044800
30/11/2000,-0.107200,-0.034300,0.123200,0.00510,-0.023200
29/12/2000,0.011900,0.007200,0.076100,0.00500,0.067400
31/01/2001,0.031300,0.066900,-0.050900,0.00540,-0.253000
28/02/2001,-0.100500,-0.007900,0.124800,0.00380,0.125700
30/03/2001,-0.072600,0.002400,0.064200,0.00420,0.085500
30/04/2001,0.079400,0.005500,-0.046800,0.00390,-0.079000
31/05/2001,0.007200,0.024900,0.033800,0.00320,0.022100
29/06/2001,-0.019400,0.062400,-0.011300,0.00280,0.003800
31/07/2001,-0.021300,-0.041900,0.052100,0.00300,0.055800
31/08/2001,-0.064600,0.024800,0.023000,0.00310,0.055300
28/09/2001,-0.092500,-0.062300,0.014500,0.00280,0.114800
31/10/2001,0.024600,0.074900,-0.076600,0.00220,-0.084700
30/11/2001,0.075400,-0.004700,0.022200,0.00170,-0.086900
31/12/2001,0.016000,0.047300,0.008500,0.00150,0.000700
31/01/2002,-0.014400,0.011900,0.034400,0.00140,0.037500
28/02/2002,-0.022900,-0.010000,0.021600,0.00130,0.068200
28/03/2002,0.042400,0.042100,0.010600,0.00130,-0.016400
30/04/2002,-0.052000,0.059600,0.038800,0.00150,0.076300
31/05/2002,-0.013800,-0.032100,0.015300,0.00140,0.031600
28/06/2002,-0.072100,0.042900,-0.000300,0.00130,0.060300
31/07/2002,-0.081800,-0.052800,-0.038500,0.00150,0.037700
30/08/2002,0.005000,-0.028600,0.032900,0.00140,0.019000
30/09/2002,-0.103500,0.024000,0.014700,0.00140,0.091300
31/10/2002,0.078400,-0.034000,-0.039400,0.00140,-0.055800
29/11/2002,0.059600,0.031900,-0.012100,0.00120,-0.163300
31/12/2002,-0.057600,0.000900,0.021400,0.00110,0.096400
31/01/2003,-0.025700,0.013500,-0.008100,0.00100,0.015500
28/02/2003,-0.018800,-0.004500,-0.013800,0.00090,0.011700
31/03/2003,0.010900,0.010300,-0.019100,0.00100,0.014800
30/04/2003,0.082200,0.006600,0.011700,0.00100,-0.093300
30/05/2003,0.060500,0.047400,0.005000,0.00090,-0.107000
30/06/2003,0.014200,0.017700,0.001500,0.00100,-0.010000
31/07/2003,0.023500,0.050500,-0.012400,0.00070,-0.002400
29/08/2003,0.023400,0.025900,0.015400,0.00070,-0.006200
30/09/2003,-0.012400,0.008000,0.001500,0.00080,-0.001900
31/10/2003,0.060800,0.026900,0.019700,0.00070,0.039900
28/11/2003,0.013500,0.020700,0.017800,0.00070,0.014600
31/12/2003,0.042900,-0.026800,0.016100,0.00080,-0.055700
30/01/2004,0.021500,0.025500,0.024800,0.00070,0.025800
27/02/2004,0.014000,-0.015800,0.009100,0.00060,-0.011400
31/03/2004,-0.013200,0.017200,0.002800,0.00090,0.001700
30/04/2004,-0.018300,-0.016800,-0.030900,0.00080,-0.053800
28/05/2004,0.011700,-0.002000,-0.002400,0.00060,0.015000
30/06/2004,0.018600,0.022600,0.011900,0.00080,0.020500
30/07/2004,-0.040600,-0.038100,0.032300,0.00100,-0.022900
31/08/2004,0.000800,-0.014900,0.010000,0.00110,-0.015900
30/09/2004,0.016000,0.030200,-0.000100,0.00110,0.054900
29/10/2004,0.014300,0.001500,-0.002200,0.00110,-0.013800
30/11/2004,0.045400,0.037400,0.014200,0.00150,0.031600
31/12/2004,0.034300,-0.000300,-0.002200,0.00160,-0.028700
31/01/2005,-0.027600,-0.017200,0.020600,0.00160,0.030500
28/02/2005,0.018900,-0.005700,0.015300,0.00160,0.033700
31/03/2005,-0.019700,-0.014000,0.020400,0.00210,0.004100
29/04/2005,-0.026100,-0.039300,0.000600,0.00210,-0.006900
31/05/2005,0.036500,0.028900,-0.006400,0.00240,0.004500
30/06/2005,0.005700,0.025900,0.028200,0.00230,0.020500
29/07/2005,0.039200,0.029000,-0.007800,0.00240,0.000600
31/08/2005,-0.012200,-0.009800,0.013200,0.00300,0.020800
30/09/2005,0.004900,-0.006600,0.007200,0.00290,0.034300
31/10/2005,-0.020200,-0.012500,0.004300,0.00270,-0.013900
30/11/2005,0.036100,0.010000,-0.011800,0.00310,0.003500
30/12/2005,-0.002500,-0.004200,0.002000,0.00320,0.007700
31/01/2006,0.030400,0.053900,0.010800,0.00350,0.025300
28/02/2006,-0.003000,-0.003800,-0.003500,0.00340,-0.018400
31/03/2006,0.014600,0.034500,0.005900,0.00370,0.012600
28/04/2006,0.007300,-0.014200,0.023400,0.00360,0.006400
31/05/2006,-0.035700,-0.029600,0.024200,0.00430,-0.037000
30/06/2006,-0.003500,-0.003900,0.008500,0.00400,0.015400
31/07/2006,-0.007800,-0.039800,0.026200,0.00400,-0.021200
31/08/2006,0.020300,0.010300,-0.020600,0.00420,-0.033800
29/09/2006,0.018400,-0.013600,0.000800,0.00410,-0.009600
31/10/2006,0.032300,0.017500,-0.003000,0.00410,-0.002000
30/11/2006,0.017100,0.007000,0.001400,0.00420,-0.010300
29/12/2006,0.008700,-0.011500,0.027300,0.00400,0.007900
31/01/2007,0.014000,0.001300,-0.006900,0.00440,0.002400
28/02/2007,-0.019600,0.011800,-0.001300,0.00380,-0.013500
30/03/2007,0.006800,0.001600,-0.009600,0.00430,0.025600
30/04/2007,0.034900,-0.021500,-0.014600,0.00440,-0.002400
31/05/2007,0.032400,0.002400,-0.006500,0.00410,-0.003400
29/06/2007,-0.019600,0.007600,-0.010700,0.00400,0.005100
31/07/2007,-0.037300,-0.026000,-0.037200,0.00400,0.029400
31/08/2007,0.009200,-0.001300,-0.018600,0.00420,0.001000
28/09/2007,0.032200,-0.022200,-0.022300,0.00320,0.046300
31/10/2007,0.018000,0.001300,-0.030500,0.00320,0.050200
30/11/2007,-0.048300,-0.029200,-0.009500,0.00340,0.009900
31/12/2007,-0.008700,0.001200,-0.005400,0.00270,0.066300
31/01/2008,-0.063600,-0.010400,0.039800,0.00210,-0.077500
29/02/2008,-0.030900,-0.004300,-0.008400,0.00130,0.061000
31/03/2008,-0.009300,0.007100,0.003000,0.00170,0.042700
30/04/2008,0.046000,-0.016500,-0.010400,0.00180,-0.003100
30/05/2008,0.018600,0.030000,-0.014900,0.00180,0.033100
30/06/2008,-0.084400,0.012000,-0.026700,0.00170,0.127500
31/07/2008,-0.007700,0.026100,0.054200,0.00150,-0.051300
29/08/2008,0.015300,0.036000,0.015900,0.00130,-0.040200
30/09/2008,-0.092400,-0.012300,0.059200,0.00150,0.002800
31/10/2008,-0.172300,-0.026000,-0.023000,0.00080,0.078500
28/11/2008,-0.078600,-0.028500,-0.063100,0.00030,0.071700
31/12/2008,0.017400,0.034600,0.001500,0.00000,-0.050900
30/01/2009,-0.081200,0.000800,-0.112900,0.00000,-0.021800
27/02/2009,-0.101000,0.000500,-0.069500,0.00010,0.044100
31/03/2009,0.089500,0.000400,0.034800,0.00020,-0.118700
30/04/2009,0.101800,0.053900,0.053600,0.00010,-0.343000
29/05/2009,0.052100,-0.025200,0.002700,0.00000,-0.124900
30/06/2009,0.004300,0.026300,-0.027300,0.00010,0.054800
31/07/2009,0.077200,0.018700,0.048400,0.00010,-0.055500
31/08/2009,0.033300,-0.010800,0.076300,0.00010,-0.090700
30/09/2009,0.040800,0.024300,0.010400,0.00010,-0.047900
30/10/2009,-0.025900,-0.043400,-0.042000,0.00000,0.026100
30/11/2009,0.055600,-0.023900,-0.003400,0.00000,0.003000
31/12/2009,0.027500,0.060400,-0.001700,0.00010,0.030100
29/01/2010,-0.033600,0.004000,0.004300,0.00000,-0.054000
26/02/2010,0.034000,0.011900,0.032300,0.00000,0.037400
31/03/2010,0.063100,0.014800,0.022100,0.00010,0.037600
30/04/2010,0.020000,0.048700,0.028900,0.00010,0.031600
28/05/2010,-0.078900,0.000900,-0.024400,0.00010,-0.002500
30/06/2010,-0.055700,-0.018200,-0.047000,0.00010,-0.027600
30/07/2010,0.069300,0.002200,-0.003300,0.00010,0.018800
31/08/2010,-0.047700,-0.029800,-0.019300,0.00010,-0.000600
30/09/2010,0.095400,0.039700,-0.031800,0.00010,0.014100
29/10/2010,0.038800,0.011900,-0.025100,0.00010,0.015800
30/11/2010,0.006000,0.037400,-0.009200,0.00010,0.026600
31/12/2010,0.068200,0.006900,0.037600,0.00010,-0.030300
31/01/2011,0.019900,-0.024500,0.007500,0.00010,-0.002900
28/02/2011,0.034900,0.015300,0.012700,0.00010,0.019900
31/03/2011,0.004600,0.025600,-0.018500,0.00010,0.034000
29/04/2011,0.029000,-0.003300,-0.024900,0.00000,0.000400
31/05/2011,-0.012700,-0.006700,-0.020000,0.00000,-0.006200
30/06/2011,-0.017500,-0.001500,-0.003900,0.00000,0.017800
29/07/2011,-0.023500,-0.012700,-0.009000,0.00000,0.001800
31/08/2011,-0.059900,-0.030500,-0.023600,0.00010,-0.002800
30/09/2011,-0.075900,-0.033100,-0.017200,0.00000,-0.024200
31/10/2011,0.113500,0.032800,0.001000,0.00000,-0.014300
30/11/2011,-0.002800,-0.001600,-0.004500,0.00000,0.038400
30/12/2011,0.007400,-0.005900,0.016300,0.00000,0.018100
31/01/2012,0.050500,0.020300,-0.009700,0.00000,-0.079100
29/02/2012,0.044200,-0.018500,0.004300,0.00000,-0.002900
30/03/2012,0.031100,-0.006500,0.011400,0.00000,0.013000
30/04/2012,-0.008500,-0.004100,-0.007800,0.00000,0.037500
31/05/2012,-0.061900,0.000700,-0.010600,0.00010,0.064900
29/06/2012,0.038900,0.006700,0.006200,0.00000,-0.010600
31/07/2012,0.007900,-0.027700,-0.000200,0.00000,0.030400
31/08/2012,0.025500,0.004800,0.013000,0.00010,-0.023700
28/09/2012,0.027300,0.005100,0.016000,0.00010,-0.011400
31/10/2012,-0.017600,-0.011600,0.035900,0.00010,0.001400
30/11/2012,0.007800,0.006400,-0.008400,0.00010,0.004900
31/12/2012,0.011800,0.015000,0.035100,0.00010,-0.028600
31/01/2013,0.055700,0.003300,0.009600,0.00000,-0.017900
28/02/2013,0.012900,-0.002800,0.001100,0.00000,0.012900
28/03/2013,0.040300,0.008100,-0.001900,0.00000,0.019200
30/04/2013,0.015500,-0.023600,0.004500,0.00000,0.002200
31/05/2013,0.028000,0.017300,0.026300,0.00000,-0.020200
28/06/2013,-0.012000,0.013300,0.000300,0.00000,0.005200
31/07/2013,0.056500,0.018600,0.005700,0.00000,0.017600
30/08/2013,-0.027100,0.002800,-0.026900,0.00000,0.000200
30/09/2013,0.037700,0.029100,-0.012200,0.00000,0.030600
31/10/2013,0.041800,-0.015600,0.012500,0.00000,0.000800
29/11/2013,0.031300,0.012900,0.003200,0.00000,0.004400
31/12/2013,0.028100,-0.004500,-0.000200,0.00000,0.000200
31/01/2014,-0.033200,0.009000,-0.020700,0.00000,0.017100
28/02/2014,0.046500,0.003700,-0.003100,0.00000,0.020700
31/03/2014,0.004300,-0.018500,0.049300,0.00000,-0.032900
30/04/2014,-0.001900,-0.042000,0.011700,0.00000,-0.038900
30/05/2014,0.020600,-0.018800,-0.001300,0.00000,0.008700
30/06/2014,0.026100,0.030800,-0.007000,0.00000,0.006900
31/07/2014,-0.020400,-0.042900,0.000300,0.00000,-0.001200
29/08/2014,0.042400,0.004000,-0.004500,0.00000,0.008200
30/09/2014,-0.019700,-0.037200,-0.013400,0.00000,0.005000
31/10/2014,0.025200,0.042000,-0.018100,0.00000,-0.000600
28/11/2014,0.025500,-0.020600,-0.030900,0.00000,0.006900
31/12/2014,-0.000600,0.024900,0.022700,0.00000,0.011200
30/01/2015,-0.031100,-0.005500,-0.035800,0.00000,0.038400
27/02/2015,0.061300,0.006100,-0.018600,0.00000,-0.028200
31/03/2015,-0.011200,0.030400,-0.003700,0.00000,0.027400
30/04/2015,0.005900,-0.030300,0.018200,0.00000,-0.072700
29/05/2015,0.013600,0.009200,-0.011400,0.00000,0.058200
30/06/2015,-0.015300,0.029000,-0.007900,0.00000,0.030100
31/07/2015,0.015400,-0.041900,-0.041300,0.00000,0.099800
31/08/2015,-0.060400,0.003300,0.027700,0.00000,-0.020900
30/09/2015,-0.030700,-0.026300,0.005600,0.00000,0.052200
30/10/2015,0.077500,-0.018700,-0.004600,0.00000,-0.032800
30/11/2015,0.005600,0.035900,-0.004200,0.00000,0.022800
31/12/2015,-0.021700,-0.028200,-0.026100,0.00010,0.033600
29/01/2016,-0.057700,-0.034300,0.020900,0.00010,0.014400
29/02/2016,-0.000700,0.007100,-0.005700,0.00020,-0.043800
31/03/2016,0.069600,0.008200,0.011900,0.00020,-0.050100
29/04/2016,0.009100,0.007400,0.032800,0.00010,-0.060200
31/05/2016,0.017800,-0.001800,-0.016600,0.00010,0.014200
30/06/2016,-0.000500,0.006000,-0.014800,0.00020,0.041300
29/07/2016,0.039500,0.025100,-0.012700,0.00020,-0.033400
31/08/2016,0.004900,0.011800,0.031300,0.00020,-0.034900
30/09/2016,0.002500,0.021300,-0.012300,0.00020,0.001900
31/10/2016,-0.020200,-0.044200,0.041200,0.00020,0.006000
30/11/2016,0.048600,0.056700,0.081900,0.00010,-0.046200
30/12/2016,0.018100,0.000800,0.035600,0.00030,-0.002600
31/01/2017,0.019400,-0.011400,-0.027600,0.00040,-0.009300
28/02/2017,0.035700,-0.020200,-0.016800,0.00040,-0.016500
31/03/2017,0.001700,0.011400,-0.033200,0.00030,-0.010200
28/04/2017,0.010900,0.007200,-0.021000,0.00050,0.004800
31/05/2017,0.010600,-0.025200,-0.037800,0.00060,0.014800
30/06/2017,0.007800,0.022300,0.014800,0.00060,-0.000900
31/07/2017,0.018700,-0.014600,-0.002400,0.00070,0.016800
31/08/2017,0.001600,-0.016700,-0.020900,0.00090,0.032600
29/09/2017,0.025100,0.044600,0.031200,0.00090,-0.013200
31/10/2017,0.022500,-0.019300,0.002100,0.00090,0.042700
30/11/2017,0.031200,-0.005800,-0.000800,0.00080,-0.008700
29/12/2017,0.010600,-0.013200,0.000500,0.00090,-0.015400
31/01/2018,0.055700,-0.031500,-0.013300,0.00120,0.040500
28/02/2018,-0.036500,0.002300,-0.010700,0.00110,0.035800
29/03/2018,-0.023500,0.040500,-0.002300,0.00110,-0.011300
30/04/2018,0.002800,0.011400,0.005400,0.00140,0.003600
31/05/2018,0.026500,0.052600,-0.031800,0.00140,0.038900
29/06/2018,0.004800,0.011500,-0.023300,0.00140,-0.023500
31/07/2018,0.031900,-0.022200,0.004700,0.00160,-0.014100
31/08/2018,0.034400,0.011200,-0.039900,0.00160,0.052900
28/09/2018,0.000600,-0.022800,-0.016900,0.00150,0.000400
31/10/2018,-0.076800,-0.047700,0.034400,0.00190,-0.020000
30/11/2018,0.016900,-0.006800,0.002700,0.00180,-0.013700
31/12/2018,-0.095700,-0.023800,-0.018600,0.00200,0.021100
31/01/2019,0.084000,0.029000,-0.004500,0.00210,-0.086800
28/02/2019,0.034000,0.020500,-0.026800,0.00180,0.008600
29/03/2019,0.011000,-0.030300,-0.041000,0.00190,0.022100
30/04/2019,0.039700,-0.017400,0.021400,0.00210,-0.029700
31/05/2019,-0.069400,-0.013100,-0.023400,0.00210,0.075600
28/06/2019,0.069300,0.002800,-0.007200,0.00180,-0.023000
31/07/2019,0.011900,-0.019300,0.004700,0.00190,0.028900
30/08/2019,-0.025800,-0.023600,-0.047600,0.00160,0.069200
30/09/2019,0.014300,-0.009700,0.067400,0.00180,-0.068100
31/10/2019,0.020600,0.002900,-0.019200,0.00160,0.001500
29/11/2019,0.038700,0.007800,-0.020100,0.00120,-0.026600
31/12/2019,0.027700,0.007300,0.017600,0.00140,-0.017700
31/01/2020,-0.001100,-0.031000,-0.062200,0.00130,0.059800
28/02/2020,-0.081300,0.010700,-0.037900,0.00120,-0.004000
31/03/2020,-0.133900,-0.048800,-0.139700,0.00130,0.079700
30/04/2020,0.136500,0.024900,-0.012300,0.00000,-0.052300
29/05/2020,0.055800,0.024800,-0.048900,0.00010,0.004200
30/06/2020,0.024600,0.027000,-0.021700,0.00010,-0.007300
31/07/2020,0.057700,-0.023200,-0.013800,0.00010,0.076100
31/08/2020,0.076300,-0.002200,-0.029500,0.00010,0.005500
30/09/2020,-0.036300,0.000400,-0.026800,0.00010,0.031400
30/10/2020,-0.021000,0.043600,0.042100,0.00010,-0.030400
30/11/2020,0.124700,0.058200,0.021400,0.00010,-0.124300
31/12/2020,0.046300,0.048900,-0.015100,0.00010,-0.023200
29/01/2021,-0.000300,0.073400,0.029600,0.00010,0.045000
26/02/2021,0.027800,0.020600,0.071800,0.00000,-0.078900
31/03/2021,0.030800,-0.023700,0.074000,0.00000,-0.061400
30/04/2021,0.049300,-0.031900,-0.009400,0.00000,0.011000
28/05/2021,0.002900,-0.002500,0.070800,0.00000,0.008800
30/06/2021,0.027500,0.017000,-0.078200,0.00000,0.021900
30/07/2021,0.012700,-0.039900,-0.017600,0.00000,-0.022400
31/08/2021,0.029100,-0.004300,-0.001600,0.00000,0.025300
30/09/2021,-0.043700,0.007200,0.050800,0.00000,0.015000
29/10/2021,0.066500,-0.023500,-0.004800,0.00000,0.032000
30/11/2021,-0.015500,-0.013200,-0.004400,0.00000,0.009000
31/12/2021,0.031000,-0.016600,0.032800,0.00010,-0.026000
31/01/2022,-0.062500,-0.059400,0.127500,0.00000,-0.025900
28/02/2022,-0.022900,0.022300,0.030400,0.00000,0.017600
31/03/2022,0.030500,-0.016000,-0.018000,0.00010,0.030000
29/04/2022,-0.094600,-0.014100,0.061900,0.00010,0.048900
31/05/2022,-0.003400,-0.018500,0.084100,0.00030,0.024800
30/06/2022,-0.084300,0.020900,-0.059700,0.00060,0.007900
29/07/2022,0.095600,0.027800,-0.040800,0.00080,-0.039400
